time,measure,key_fifths,key_mode,chord_root,chord_type,note_root,note_octave,note_duration
4/4,21,-6,major,Eb,dominant,rest,0,4.0
4/4,21,-6,major,Eb,dominant,rest,0,2.0
4/4,21,-6,major,Eb,dominant,Eb,4,2.0
4/4,21,-6,major,Eb,dominant,Eb,4,2.0
4/4,21,-6,major,Eb,dominant,Db,5,2.0
4/4,21,-6,major,Eb,dominant,Db,5,2.0
4/4,21,-6,major,Eb,dominant,Cb,5,2.0
4/4,22,-6,major,Ab,minor,Cb,5,16.0
4/4,23,-6,major,Ab,minor,Cb,5,4.0
4/4,23,-6,major,Ab,minor,Cb,5,4.0
4/4,23,-6,major,Ab,minor,Cb,5,2.0
4/4,23,-6,major,Ab,minor,Bb,4,2.0
4/4,23,-6,major,Ab,minor,Ab,4,2.0
4/4,23,-6,major,Ab,minor,Bb,4,2.0
4/4,24,-6,major,Db,major,Cb,5,16.0
4/4,25,-6,major,Db,major,Cb,5,4.0
4/4,25,-6,major,Db,major,rest,0,4.0
4/4,25,-6,major,Db,major,Db,4,2.0
4/4,25,-6,major,Db,major,Eb,4,2.0
4/4,25,-6,major,Db,major,F0,4,2.0
4/4,25,-6,major,Db,major,Gb,4,2.0
4/4,26,-6,major,Db,major,Cb,5,4.0
4/4,26,-6,major,Db,major,rest,0,2.0
4/4,26,-6,major,Db,major,Db,4,4.0
4/4,26,-6,major,Db,major,Db,4,2.0
4/4,26,-6,major,Db,major,Cb,5,2.0
4/4,26,-6,major,Db,major,Cb,5,1.0
4/4,26,-6,major,Db,major,Bb,4,1.0
4/4,27,-6,major,Gb,major,Bb,4,8.0
4/4,27,-6,major,Gb,major,rest,0,4.0
4/4,27,-6,major,Gb,major,rest,0,4.0
4/4,28,-6,major,B0,dominant,rest,0,4.0
4/4,28,-6,major,B0,dominant,rest,0,2.0
4/4,28,-6,major,B0,dominant,Bb,3,2.0
4/4,28,-6,major,B0,dominant,Bb,3,2.0
4/4,28,-6,major,B0,dominant,Ab,4,2.0
4/4,28,-6,major,B0,dominant,Ab,4,2.0
4/4,28,-6,major,B0,dominant,Gb,4,2.0
4/4,29,-6,major,Eb,minor,Gb,4,12.0
4/4,29,-6,major,Eb,minor,rest,0,4.0
4/4,30,-6,major,E0,dominant,rest,0,4.0
4/4,30,-6,major,E0,dominant,rest,0,2.0
4/4,30,-6,major,E0,dominant,Eb,4,2.0
4/4,30,-6,major,E0,dominant,Eb,4,2.0
4/4,30,-6,major,E0,dominant,Db,5,2.0
4/4,30,-6,major,E0,dominant,Db,5,2.0
4/4,30,-6,major,E0,dominant,Cb,5,2.0
4/4,31,-6,major,Ab,minor,Cb,5,16.0
4/4,32,-6,major,Ab,minor,Cb,5,4.0
4/4,32,-6,major,Ab,minor,rest,0,2.0
4/4,32,-6,major,Ab,minor,Cb,5,2.0
4/4,32,-6,major,Ab,minor,Cb,5,2.0
4/4,32,-6,major,Ab,minor,Bb,4,2.0
4/4,32,-6,major,Ab,minor,Ab,4,2.0
4/4,32,-6,major,Ab,minor,Bb,4,2.0
4/4,33,-6,major,Db,major,Cb,5,16.0
4/4,34,-6,major,Db,major,Cb,5,4.0
4/4,34,-6,major,Db,major,rest,0,2.0
4/4,34,-6,major,Db,major,Db,4,2.0
4/4,34,-6,major,Db,major,Db,4,2.0
4/4,34,-6,major,Db,major,Eb,4,2.0
4/4,34,-6,major,Db,major,F0,4,3.0
4/4,34,-6,major,Db,major,Gb,4,1.0
4/4,35,-6,major,Db,major,Cb,5,4.0
4/4,35,-6,major,Db,major,rest,0,2.0
4/4,35,-6,major,Db,major,Db,4,4.0
4/4,35,-6,major,Db,major,Db,4,2.0
4/4,35,-6,major,Db,major,Cb,5,2.0
4/4,35,-6,major,Db,major,Cb,5,1.0
4/4,35,-6,major,Db,major,Bb,4,1.0
4/4,36,-6,major,Gb,major,Bb,4,8.0
4/4,36,-6,major,Gb,major,rest,0,4.0
4/4,36,-6,major,Gb,major,rest,0,4.0
4/4,37,-6,major,Bb,dominant,rest,0,4.0
4/4,37,-6,major,Bb,dominant,rest,0,2.0
4/4,37,-6,major,Bb,dominant,Bb,3,2.0
4/4,37,-6,major,Bb,dominant,Bb,3,2.0
4/4,37,-6,major,Bb,dominant,Ab,4,2.0
4/4,37,-6,major,Bb,dominant,Ab,4,2.0
4/4,37,-6,major,Bb,dominant,Gb,4,2.0
4/4,38,-6,major,Eb,minor,Gb,4,12.0
4/4,38,-6,major,Eb,minor,rest,0,4.0
4/4,39,-6,major,Eb,dominant,rest,0,4.0
4/4,39,-6,major,Eb,dominant,rest,0,2.0
4/4,39,-6,major,Eb,dominant,Eb,4,2.0
4/4,39,-6,major,Eb,dominant,Eb,4,2.0
4/4,39,-6,major,Eb,dominant,Db,5,2.0
4/4,39,-6,major,Eb,dominant,Db,5,2.0
4/4,39,-6,major,Eb,dominant,Cb,5,2.0
4/4,40,-6,major,Ab,minor,Cb,5,16.0
4/4,41,-6,major,Ab,minor,Cb,5,4.0
4/4,41,-6,major,Ab,minor,rest,0,2.0
4/4,41,-6,major,Ab,minor,Cb,5,2.0
4/4,41,-6,major,Ab,minor,Cb,5,2.0
4/4,41,-6,major,Ab,minor,Bb,4,2.0
4/4,41,-6,major,Ab,minor,Ab,4,2.0
4/4,41,-6,major,Ab,minor,Bb,4,2.0
4/4,42,-6,major,Db,major,Cb,5,16.0
4/4,43,-6,major,Db,major,Cb,5,4.0
4/4,43,-6,major,Db,major,rest,0,4.0
4/4,43,-6,major,Db,major,rest,0,8.0
4/4,44,-6,major,Db,major,rest,0,8.0
4/4,44,-6,major,Db,major,Db,4,2.0
4/4,44,-6,major,Db,major,Eb,4,2.0
4/4,44,-6,major,Db,major,F0,4,2.0
4/4,44,-6,major,Db,major,Gb,4,2.0
4/4,45,-6,major,Gb,major,Bb,3,12.0
4/4,45,-6,major,Gb,major,rest,0,4.0
4/4,46,-6,major,Gb,major,rest,0,8.0
4/4,46,-6,major,Gb,major,Bb,3,2.0
4/4,46,-6,major,Gb,major,Cb,4,2.0
4/4,46,-6,major,Gb,major,Db,4,3.0
4/4,46,-6,major,Gb,major,Eb,4,1.0
4/4,47,-6,major,Db,major,Eb,4,4.0
4/4,47,-6,major,Db,major,Db,4,8.0
4/4,47,-6,major,Db,major,rest,0,4.0
4/4,48,-6,major,Db,major,rest,0,8.0
4/4,48,-6,major,Db,major,Db,4,2.0
4/4,48,-6,major,Db,major,Cb,4,2.0
4/4,48,-6,major,Db,major,Bb,3,2.0
4/4,48,-6,major,Db,major,Ab,3,2.0
4/4,49,-6,major,Ab,minor,Cb,4,12.0
4/4,49,-6,major,Ab,minor,rest,0,4.0
4/4,50,-6,major,Ab,minor,rest,0,4.0
4/4,50,-6,major,Ab,minor,rest,0,2.0
4/4,50,-6,major,Ab,minor,Db,4,2.0
4/4,50,-6,major,Ab,minor,Db,4,2.0
4/4,50,-6,major,Ab,minor,Cb,4,2.0
4/4,50,-6,major,Ab,minor,Bb,3,3.0
4/4,50,-6,major,Ab,minor,Ab,3,1.0
4/4,51,-6,major,Db,major,Cb,4,12.0
4/4,51,-6,major,Db,major,rest,0,4.0
4/4,52,-6,major,Db,major,rest,0,8.0
4/4,52,-6,major,Db,major,Db,4,2.0
4/4,52,-6,major,Db,major,Eb,4,2.0
4/4,52,-6,major,Db,major,F0,4,3.0
4/4,52,-6,major,Db,major,Gb,4,1.0
4/4,53,-6,major,Gb,major,Bb,3,12.0
4/4,53,-6,major,Gb,major,rest,0,4.0
4/4,54,-6,major,Gb,major,rest,0,8.0
4/4,54,-6,major,Gb,major,Bb,3,2.0
4/4,54,-6,major,Gb,major,Cb,4,2.0
4/4,54,-6,major,Gb,major,Db,4,2.0
4/4,54,-6,major,Gb,major,Eb,4,2.0
4/4,55,-6,major,Db,major,Eb,4,4.0
4/4,55,-6,major,Db,major,Db,4,8.0
4/4,55,-6,major,Db,major,rest,0,4.0
4/4,56,-6,major,Db,major,rest,0,8.0
4/4,56,-6,major,Db,major,Db,4,2.0
4/4,56,-6,major,Db,major,Cb,4,2.0
4/4,56,-6,major,Db,major,Bb,3,2.0
4/4,56,-6,major,Db,major,Ab,3,2.0
4/4,57,-6,major,Ab,minor,Cb,4,8.0
4/4,57,-6,major,Ab,minor,rest,0,8.0
4/4,57,-6,major,Ab,minor,rest,0,8.0
4/4,58,-6,major,Ab,minor,rest,0,8.0
4/4,58,-6,major,Ab,minor,Db,4,2.0
4/4,58,-6,major,Ab,minor,Cb,4,2.0
4/4,58,-6,major,Ab,minor,Bb,3,3.0
4/4,58,-6,major,Ab,minor,Ab,3,1.0
4/4,59,-6,major,Db,major,Cb,4,12.0
4/4,59,-6,major,Db,major,rest,0,4.0
4/4,60,-6,major,Db,major,rest,0,4.0
4/4,60,-6,major,Db,major,rest,0,2.0
4/4,60,-6,major,Db,major,Db,4,2.0
4/4,60,-6,major,Db,major,Db,4,2.0
4/4,60,-6,major,Db,major,Db,5,2.0
4/4,60,-6,major,Db,major,Db,5,2.0
4/4,60,-6,major,Db,major,Cb,5,2.0
4/4,61,-6,major,Gb,major,Cb,5,16.0
4/4,62,-6,major,Bb,dominant,Cb,5,16.0
4/4,63,-6,major,Eb,minor,Cb,5,12.0
4/4,63,-6,major,Eb,minor,rest,0,4.0
4/4,64,-6,major,Eb,dominant,rest,0,4.0
4/4,64,-6,major,Eb,dominant,rest,0,2.0
4/4,64,-6,major,Eb,dominant,Db,4,2.0
4/4,64,-6,major,Eb,dominant,Db,4,2.0
4/4,64,-6,major,Eb,dominant,Db,5,2.0
4/4,64,-6,major,Eb,dominant,Db,5,2.0
4/4,64,-6,major,Eb,dominant,Cb,5,2.0
4/4,65,-6,major,Ab,minor,Cb,5,16.0
4/4,66,-6,major,Ab,minor,Cb,5,16.0
4/4,67,-6,major,Db,major,Cb,5,16.0
